Game Number,Move Number,Player,Move,Comment
1,26,Black,Bd2 Qg6,
1,27,White,Ng4 Rf5,"Since Black can't play ...e6-e5 this rook move doesn't help much. Better is to stir up trouble all across the board by breaking through White's ""strong"" dark squares with ...b5-b4."
1,28,Black,Qe3 Kg7,
1,29,White,Rb1 Kh7,
1,30,Black,a4 bxa4,"Now it's White who controls b5! An invasion by the White rook could help win the game. One curious thing about this move is that, despite it being White who is forcing matters, Black can benefit to some extent by capturing the gambit pawn and advancing it."
1,31,White,Bc1 Rf7,
1,32,Black,Ba3 Qxc2,"It's not so easy to see, but this backfires on Black. Had it worked to achieve a victory or draw then we might have to reconsider the notation (""?!"") . Black is trying to achieve, despite unorthodox means, the primary offensive plan -- to bash White's queen-side and, since White's king remains safe, to advance a pawn to promotion. Considering the alternatives this seems a reasonable try; and by doing so he distracts White, to some extent, from his king-side plans."
1,33,White,Rc1 Qf5,
1,34,Black,Bh3 Ne4,White threatens Nd6 and to move Ng4-e5.
1,35,White,Ne5 Qf2+,
1,36,Black,Qxf2 Rxf2,
1,37,White,Nxd7 Ra2,"Black's combination allows the ""bad"" Bd7 to be traded-off, so he has Rf2 and Ne4 activated, but at a cost. The question now is whether White can neutralize Ne4 & Rf2. To that end Nd7-c5 is in the offing. There may also be an opportunity for Bh3xe6."
1,38,Black,Bc5 Nd2,
1,39,White,Bg2 a3,
1,40,Black,Nf8+ Kh6,"Black needs one or two very valuable tempi for his plan to advance Pa3. What can White do in the meantime, nothing except capture Pe6; unless Black puts his king in a dangerous spot!"
1,41,White,Re1 e5,"White is looking for moves which capture material AND check Black's king. This is to gain time for clearing the board of Black pawns. He'll probably have to gambit Bc5xa3 to get rid of that one. Bg2 is purely for defensive work at the moment, but if Pe6 disappears Bxd5 could also become useful."
1,42,Black,dxe5 g4,
1,43,White,e6 Nf3+,moving off a square where Black's Nc6 could sacrifice itself desperado-style
1,44,Black,Bxf3 gxf3,
1,45,White, Kf1,"It looks complicated enough to continue, though White clearly has the upper hand with Pa3 already attacked and Pe6 prepared to advance. White only needs to gobble up a bunch of pawns, so his knight & rook could win an ending without being distracted by Black pawns on the queen-side."
2,1,White,e4 c5,
2,2,Black,Nf3 e6,"It could be argued the ideal pawn formation for Black is with ...d7-d6 and ...g7-g6 as in a Dragon or with ...e7-e6 and ...b7-b6 as in a Queen's Indian Defense. Both and everything else between are played. I've played the Najdorf and Scheveningen variations, but can easily see the advantages of the Dragon too. I haven't been too fond of 2...e6 because there's no added control of square e5, but that doesn't mean Black can't play ...Ng8-f6. 2...e6 serves a similar purpose to 1...e6 in a French Defense. It limits the scope of Bf1 and frees the way for Bf8 to develop."
2,3,White,d4 cxd4,"In this Sicilian Variation Black grabs the d-pawn before it can ever serve to support e4-e5. Now, usually, White must use f2-f4 to support the e4-e5 advance. But, that isn't the only plan White can utilize. Instead White aims for general piece activity and freedom of movement to hit Black wherever he can."
2,4,Black,Nxd4 Nc6,
2,5,White,Nc3 Qc7,
2,6,Black,Be2 a6,Black's pawns limit White's knights and Be2. Black seeks to keep open options while discouraging White from any active operations.
2,7,White,O-O Nf6,"This normal developing move creates an interesting threat: ...Bf8-b4xc3 and ...Nf6xe4. White tends to disregard this as a threat, to some extent, because the weakening of Black's dark squares is compensation for doubled c-file pawns. However, the loss of Pe4 requires more compensation."
2,8,Black,Be3 Bb4,
2,9,White,Na4 Be7,"This is a most unusual variation, not often played, but popular for a time in the 1980s. It was ""discussed"" several times in the Polugaevsky Memorial/Sicilian Love tournament, Buenos Aires 1994. White exploits the weak dark squares in exchange for Pe4. It might seem impossible, at this early stage, for this to be sufficient compensation for a pawn, but it has shown to be effective."
2,10,Black,Nxc6 bxc6,
2,11,White,Nb6 Rb8,
2,12,Black,Nxc8 Qxc8,"With 9...Be7 Black has threatened ...Rb8xb2, but left Pe4. White's two bishops and freedom of movement should give him some lasting advantage. Whether Black can utilize Nf6 with advancing central pawns, meant to block White's pieces, is unclear."
2,13,White,Bd4 O-O,
2,14,Black,Qd3 Qc7,
2,15,White,b3 a5,
2,16,Black,Rad1 d5,White threatens Bxf6 followed by Qxd7 and seems interested only in simple piece play -- tactical opportunism.
2,17,White,exd5 Nxd5,Black accepts that his pawns will be broken up and just improves the knight. From d5 it threatens ...Nd5-f4 to snare Be2 or ... Nd5-b4 to grab Pa2.
2,18,Black,Bf3 Rfd8,
2,19,White,c4 Nf6,Black obviously threatens ...c6-c5
2,20,Black,Qc3 Bd6,"It's amazing he'd offer to trade king-side pawns when Black's pawns are split, leaving Ph7 very weak."
2,21,White,g3 c5,"White simply defends his pawn and ""asks"" Black if he can manage to do as well."
2,22,Black,Bxf6 gxf6,
2,23,White,Qxf6 Be7,
2,24,Black,Qh6 Qe5,"White has won the pawn, weakened Ph7 and now plans Bf3-e4 (where else could the bishop be of use?) ."
2,25,White,Rde1 Qf6,White tries to get Bf3-e4 without allowing Black to undercut the effort by ...Rd8xd1.
2,26,Black,Qh5 Bf8,
2,27,White,Re4 Rd4,
2,28,Black,Rxd4 Qxd4,"preferring not to let White have a three-to-one queen-side pawn majority, even in exchange for a good passed central pawn"
2,29,White,Re1 Qf6,clearing the d-file in preparation for ...Rb8-d8
2,30,Black,Re4 Bg7,"but, White's king-side attack comes first"
2,31,White,Rf4 Qe7,
2,32,Black,Rh4 h6,
2,33,White,Rg4 f5,
2,34,Black,Rg6 Kh7,courageous or risky? White threatens Qh5xh6 or Rg6xe6 with Bf3-d5 to follow.
2,35,White,g4 Rf8,White has to pry the position open before Rg6 is completely trapped and lost.
2,36,Black,gxf5 Rxf5,
2,37,White,Be4 Rxh5,
2,38,Black,Rxe6+ Kh8,
2,39,White,Rxe7 Re5,In one stroke Black forces further simplification while avoiding Re7-e8#.
2,40,Black,Rxe5 Bxe5,
2,41,White,Kg2 Kg7,
2,42,Black,Bb1 Kf6,
2,43,White,h4 Bf4,
2,44,Black,Kf3 Ke5,
2,45,White,Kg4 Bc1,
2,46,Black,f3 Bd2,
2,47,White,Kh5 Kf6,
2,48,Black,Bc2 Bc1,
2,49,White,Be4 Bd2,
2,50,Black,Bd5 Bc1,
2,51,White,a4 Be3,
2,52,Black,Bg8 Bd2,
3,1,White,c4 Nf6,
3,2,Black,Nc3 e5,"Kasparov has played the King's Indian Defense extensively, but not recently. He's also played the Gruenfeld Defense, but 2...d5 isn't considered all that good, so he finds another choice."
3,3,White,Nf3 Nc6,
3,4,Black,e4 Bb4,"Kasparov keeps the pressure on. This is usually intended to get rid of Nc3, so Black won't have to worry about Nc3-d5. However, in this position it threatens to undermine Pe4. That causes White to postpone d2-d4."
3,5,White,d3 d6,
3,6,Black,h3 O-O,"He seems intent on limiting Bc8, but in so doing sets up his own position as a target. It's already getting difficult to find a great plan for White. Expanding on the queen-side by a2-a3 would have to be prefaced with Bc1-d2 and Black could generate some king-side offense before that expansion ever becomes a threat. Essentially Black has three minor pieces ready to fight on the king-side (Nc6, Bc8, Nf6) , whereas White has two (Nf3 and Bc1) ."
3,7,White,Be2 Ne7,"He's apparently decided he can't play on the wing and must fight in the center with ...c7-c6, ...d6-d5, but to do that he has to reorganize a bit."
3,8,Black,O-O c6,
3,9,White,a3 Bxc3,
3,10,Black,bxc3 Ng6,"White will have use of the open file, but in an endgame, or late middle-game, his pawns might be targets. On the king-side White's pieces are pretty well situated to meet the oncoming attack, but can do nothing aggressive."
3,11,White,Re1 Re8,"This seems to indicate Kasparov is considering ...d6-d5, but one would think opening the center could only be good for White's bishops."
3,12,Black,Bf1 Bd7,
3,13,White,Qb3 Qc8,
3,14,Black,Rb1 b6,
3,15,White,Kh2 h6,"Kasparov is making useful moves, but without committing to a specific plan of offense. Perhaps there isn't one and he's just playing an equal position, in hopes his opponent will allow things to slip a bit."
3,16,Black,g3 Qc7,"This might appear to weaken Nf3, but with Bf1-g2 he shores up his king's position rather neatly. This is the kind of position he could've had straight away. Instead, it's taken him a few moves to get to this and Black is ahead in advancing a plan."
3,17,White,Bg2 Be6,
3,18,Black,Nd2 Rad8,
3,19,White,a4 d5,"Is White's position well-coordinated or a shambles? Neither I suppose, but Black's looks more robust and capable of handling a few line openings. Earlier I said ...d6-d5 would favor White's bishops, but now it's not so clear. Black's rooks would benefit from the d-file opening and Bc1 looks useless."
3,20,Black,a5 dxc4,White leaves the lines closed to keep Black's pieces from raging all over his pawns.
3,21,White,axb6 axb6,
3,22,Black,dxc4 Nd7,"Black quickly redistributes his pieces toward the queen-side. But, wasn't he ideally prepared for the ...d6-d5 push beforehand? This seems like overkill or overcaution perhaps."
3,23,White,Bf1 Ne7,"Now the Black rooks don't look so terrific. Only the more-or-less permanent White pawn structure problems seem to justify Black taking this time to maneuver. Of course, if White doesn't take advantage of this moment Black might well jump all over him. Bf1 is blocked. Bc1 is blocked. Nd2 is passive. Re1 is blocked and passive. Only Qb3 & Rb1 are doing something significant."
3,24,Black,Qc2 Nc8,
3,25,White,Nb3 c5,"effectively ""killing"" Nb3 and Bc1!"
3,26,Black,Be3 Nd6,
3,27,White,Nd2 Ra8,
3,28,Black,Ra1 f6,"He leaves square c6 open for the moment, hoping to maneuver a knight through there before Qc6."
3,29,White,Ra2 Rxa2,
3,30,Black,Qxa2 Nb8,"Apparently Kasparov intends ...Nb8-c6-a5 and possibly ...Qc7-f7 to threaten Pc4. So, Pb6 is a more proper target for White, than invading on the a-file."
3,31,White,f4 Nc6,Opening this second front when he's arguably positionally worse is dangerous.
3,32,Black,f5 Bf7,"By chasing the bishop onto f7 he prevents ...Qc7-f7. This keeps Pc4 safer. But, it also weakens White's king's safety."
3,33,White,g4 Na5,
3,34,Black,h4 Kf8,
3,35,White,g5 hxg5,
3,36,Black,hxg5 Ke7,
3,37,White,Kg1 Rh8,Kasparov takes advantage of the newly opened file. With time control nearing this could have a disastrous effect on his opponent's composure. There are many White weaknesses and only a limited number of pieces to defend.
3,38,Black,Bf2 Rh5,
3,39,White,Nf3 Qc6,
3,40,Black,Qc2 Bxc4,"It's hard to change gears and not follow through on a plan. And, in this case, it looks pretty good for Black."
3,41,White,Bg2 Nf7,"Going toward the king-side isn't necessary now. Kasparov is split between winning on the queen-side and bashing the exposed Kg1 (well at least it was a couple of moves ago) and this fragments his play. Sticking to winning on the queen-side, in this particular game, should be sufficient to win."
3,42,Black,Qd1 Bb3,
3,43,White,Nxe5 Bxd1,a very nifty tactical shot!
3,44,Black,Nxc6+ Nxc6,
3,45,White,Rxd1 Nxg5,"Kasparov has won a pawn, but his attack on Kg1 evaporated and White has the two bishops in a position which is rapidly opening up."
3,46,Black,Rb1 Nh3+,
3,47,White,Bxh3 Rxh3,
3,48,Black,Rxb6 Kd6,There goes the extra pawn.
3,49,White,Kg2 Rxc3,"After 50. Bg3+ Black's Pg7 might well fall, so they call it a draw; though Pc5 is still a threat and one could see Black fighting on. Kasparov was a bit unlucky to have only drawn. Most of the time he'd win that kind of game."
4,1,White,e4 e5,"Unlike a Sicilian or French Defense here Black firmly places a pawn in front of Pe4, and says ""no further"". White has tried some extreme measures, such as a King's Gambit, to get rid of Pe5, but the more common approach these days is to apply pressure to Black's position all over the board."
4,2,Black,Nf3 Nc6,
4,3,White,Bb5 Nf6,"This is the Berlin Defense. It's not been considered sufficient to achieve more than equality, but Kramnik used it very successfully against Kasparov in the Braingames World Championship match. Whether it's the appropriate ""weapon"" against Anand is questionable."
4,4,Black,O-O Nxe4,White offers Pe4 as a way of forcing open the e-file when White has castled and Black hasn't.
4,5,White,d4 Nd6,Forcing a resolution of the pressure this way is considered safest.
4,6,Black,Bxc6 dxc6,
4,7,White,dxe5 Nf5,
4,8,Black,Qxd8+ Kxd8,"This is the main advantage of 7. dxe5. It isn't so easy to clobber Ke8 with queens off the board, but White has an easier time developing and has a five to four king-side pawn majority. Black, on the other hand, has the two bishops."
4,9,White,Nc3 Ne7,"I suppose he is clearing the way for ...Bc8-f5, but those squares on the king-side in front are risky to occupy. White's pawns might race forward."
4,10,Black,Re1 h6,
4,11,White,h3 Ng6,
4,12,Black,Bd2 Bd7,"This is a modest move which leaves the bishop capable of moving to c3 to back up Pe5 or simply guarding square f4. One noticable key thing about the move is it doesn't weaken his queen-side the way the b2-b3, Bc1-b2 plan does."
4,13,White,Ne4 Kc8,"Black is far from completing his development, but if White doesn't execute a concrete attack he'll have time. That was the idea Kramnik utilized (as Black) to slow Kasparov."
4,14,Black,Ng3 c5,
4,15,White,Nh5 b5,This looks promising: he holds Bf8 in place.
4,16,Black,Nh2 Kb7,
4,17,White,f4 Nh4,
4,18,Black,Re2 Bc6,"now Re2 and Nh5 are aligned perfectly for a Bf3 to fork! All Black needs is for 19. g3 Nf3+ 20. Nxf3 Bxf3. Also, the d-file is cleared, so Ra8 can come into play."
4,19,White,c3 g6,
4,20,Black,Nf6 Be7,
4,21,White,Be1 Nf5,"Black would rather keep lines closed, at least until all his pieces are equal to White's. Then he might seek to open lines for his bishops."
4,22,Black,Ne4 Ng7,"Black is aware of the importance of White achieving f4-f5 to mobilize Pe5. It looks a little awkward, but White's maneuvers behind the pawns (Pe5 & Pf4) look a little awkward too."
4,23,White,Ng4 Rad8,
4,24,Black,Ngf2 h5,
4,25,White,Bd2 h4,by preventing g2-g3 he keeps Pe5 & Pf4 slightly weak and always in need of piece support
4,26,Black,Be3 Ne6,
4,27,White,Nf6 a5,
4,28,Black,N2e4 b4,
4,29,White,Ng5 Rd3,This is a strong indication Black has his king-side well organized for defense. If 30. Nxf7 Rf8 Black will regain the pawn by capturing at f6. This game is another indication of how difficult it can be to get at Black's thorny position.
5,1,White,d4 d5,"Despite Shirov's reputation he doesn't always play the most blood-thirsty unbalanced defenses. 1...d5 weakens e5, but directly aims to prevent White from gaining too much ground with c2-c4 and e2-e4."
5,2,Black,c4 c6,"Slav Defense -- It' a simple idea: to capture Pc4 and defend it with ...b7-b5. This requires White to pay attention to his weakness (Pc4) . Ideally, for Black, White would have to play e2-e3, blocking Bc1. The downside is that many of it's variations are quite drawish or difficult for Black to win. At the top level of competition it's enough to stop White and perhaps take the opponent away from the kind of game he wanted to play."
5,3,White,Nf3 Nf6,"Black hasn't yet moved Pe7, so there's no pin after Bc1-g5. That makes Black's army more mobile. And, the more developed he becomes the more likely ...dxc4 will succeed."
5,4,Black,Qc2 g6,This is a poor place for the queen. It weakens Pd4 and could easily become aligned with a ...Bc8-f5.
5,5,White,cxd5 cxd5,
5,6,Black,Nc3 Bg7,
5,7,White,Bf4 Nc6,
5,8,Black,e3 O-O,
5,9,White,Be2 Ne4,"Now White is ready to O-O, so there's little to be gained by maneuvering ...Nc6-b4-c2. With e5 controlled and the king safe White is probably better. Bg7 can't do much except defend Kg8."
5,10,Black,O-O Bf5,
5,11,White,Nh4 Nxc3,
5,12,Black,Qxc3 Be4,
5,13,White, Nf3,"Ivanchuk didn't seem to be in an adventurous mood, but I like that he achieved a draw without the histrionics he sometimes displays."
6,1,White,e4 e5,
6,2,Black,Nf3 Nc6,
6,3,White,Bb5 a6,
6,4,Black,Ba4 Nf6,"Black could use ...b7-b5 to get rid of the Bxc6 ""threat"", but so long as that doesn't hurt Black he'll ignore it."
6,5,White,O-O Be7,
6,6,Black,Re1 b5,
6,7,White,Bb3 d6,"By defending Pe5 Black is free, if he were to choose, to play ...Nc6-a5xb3, so one often sees White move either his c- or a-file pawns to make room for the Bishop to retreat."
6,8,Black,c3 O-O,
6,9,White,h3 Re8,
6,10,Black,d4 Bb7,"a mere transposition to the Zaitsev Variation, one of the most aggressive variations Black can choose"
6,11,White,Nbd2 Bf8,
6,12,Black,d5 Nb8,Black generally retreats just for the moment and regroups with ...Nb8-d7 and ...c7-c6xd5; producing a position (for Black) which is much like a Sicilian Defense.
6,13,White,Nf1 Nbd7,
6,14,Black,N3h2 Nc5,"preventing ...Nf6-h5-f4 and, in general, maneuvering his pieces so they can flow toward the king-side or the center. He might also be considering f2-f3 (or Qd1-f3) to defend Pe4, so he can follow-up with Nf1-e3, guarding f5 and d5."
6,15,White,Bc2 c6,
6,16,Black,b4 Ncd7,"This makes Pc3 awkward, but more importantly it pushes Nc5 back, again giving White time to promote his own plan."
6,17,White,dxc6 Bxc6,
6,18,Black,Bg5 h6,
6,19,White,Bxf6 Nxf6,
6,20,Black,Ng4 Nxg4,
6,21,White,Qxg4 d5,"If Black hadn't done this White would have Ra1-d1 and Bc2-b3 very quickly, so that Bf8 would be forever entombed. Also, Nf1-e3 (or g3) would secure f5."
6,22,Black,exd5 Qxd5,
6,23,White,Bb3 Qd8,
6,24,Black,Qh5 Ra7,There are sometimes more than one way to gain an advantage. Ra1-d1 is also good.
6,25,White,Rxe5 Rxe5,
6,26,Black,Qxe5 Qg5,
6,27,White,Qxg5 hxg5,
6,28,Black,Ne3 g6,"From this point forward White is just activating pieces, trading-off bad pawns and keeping his king safe. He will naturally seek to keep Black's pieces quite or to trade rooks, but Black will avoid most trades, so he can keep fighting."
6,29,White,Rd1 Rc7,
6,30,Black,Kf1 Kg7,
6,31,White,Ke2 Be7,
6,32,Black,Bd5 Bd7,
6,33,White,Rd3 Bf6,
6,34,Black,c4 bxc4,
6,35,White,Bxc4 Bc8,perhaps planning ...Bc8-b7-e4
6,36,Black,a3 Bb2,
6,37,White,Kd2 f5,"White wants to support his pawns with his king, but it's complicated."
6,38,Black,Kc2 Bxa3,"Black gets of one of the queen-side pawns, but gives up the ""two bishops"" to do so. After the smoke clears White will still have an extra pawn, but it won't be much easier to advance it."
6,39,White,Rxa3 f4,
6,40,Black,Kb3 fxe3,
6,41,White,fxe3 Re7,
6,42,Black,Ka4 Re5,
6,43,White,Rd3 Bf5,"White can aim for Bc4-d5, e3-e4 to block out Re5; thus allowing Ka4-a5 to get at Pa6."
6,44,Black,Rd2 Rxe3,
6,45,White,Bxa6 Be4,
6,46,Black,Rf2 Kh6,
6,47,White,Bf1 g4,Even if Black had to sacrifice a bishop for Pb4 he might manage a draw if there's sufficient counter-play on the king-side.
6,48,Black,hxg4 Re1,aiming for something like 49...Re1-a1+ 50. Ka4-b5?? Rxf1 51. Rxf1 Bd3+ -+
6,49,White,Be2 Ra1+,
6,50,Black,Kb3 Rb1+,
6,51,White,Kc3 Rc1+,
6,52,Black,Kd4 Bb7,
6,53,White,Bf3 Ba6,
6,54,Black,Rb2 Bb5,
6,55,White,Be2 Bc6,
6,56,Black,Bf3 Bb5,
6,57,White,Be2 Bc6,
6,58,Black,Ba6 Rg1,"After having made several repetitions he goes ahead with his offensive plan. He's slowed Black as much as he could and now Pg2 will fall, but Pb4 will advance too."
6,59,White,b5 Bxg2,
6,60,Black,b6 Kg5,
6,61,White,Bc8 Kf4,This is a crucial move because it slows Black's king-side play.
6,62,Black,Kc5 Be4,
6,63,White,Rb4 Ke5,
6,64,Black,b7 Rc1+,
6,65,White,Kb5 Bxb7,
6,66,Black,Bxb7 Kf6,Unfortunately for Black he can't win Pg4. White can always keep his rook and bishop in position to defend it.
6,67,White,Rc4 Rb1+,
6,68,Black,Kc6 Kg5,
6,69,White,Bc8 Rd1,
6,70,Black,Bd7 Kh4,
6,71,White,Kc7 Rd2,
6,72,Black,Kd8 Re2,
6,73,White,Rc6 g5,
6,74,Black,Bf5 Re3,
6,75,White,Re6 Rg3,"While it looks like he's desperately trying to get rid of Pg4 he might also humorously, since there's no saving tactic, be allowing White the final check."
6,76,Black, Rh6#,
7,1,White,e4 e5,
7,2,Black,Nf3 Nc6,
7,3,White,Bb5 a6,
7,4,Black,Ba4 Nf6,
7,5,White,O-O Be7,
7,6,Black,Re1 b5,
7,7,White,Bb3 O-O,
7,8,Black,a4 Bb7,"Adams does play the Marshall Gambit and many people don't like to play against it, so they play such moves as 8. a4 to avoid it. Still, that doesn't end Black's attempts to play actively."
7,9,White,d3 Re8,
7,10,Black,Nc3 b4,
7,11,White,Nd5 Na5,
7,12,Black,Nxe7+ Qxe7,
7,13,White,Ba2 d5,seems quite dubious to me
7,14,Black,Bg5 dxe4,
7,15,White,dxe4 Rad8,
7,16,Black,Qe2 h6,
7,17,White,Bxf6 Qxf6,This position is much more balanced and unexciting. Each has a little pressure on the other's central pawn and only Black has slightly weakened queen-side pawns.
7,18,Black,Rad1 Qe7,
7,19,White,h3 g6,
7,20,Black,Qe3 Kg7,
7,21,White,Bd5 Bxd5,
7,22,Black,exd5 Nc4,"This change in pawn structure makes Black's queen-side look disjointed and weak, but it also appears to free Black's king-side pawns to advance (if he would dare) ."
7,23,White,Qb3 Na5,
7,24,Black,Qe3 Nc4,
7,25,White,Qb3 Na5,"Both seemed a little nervous about starting any major plan of offense, so they conceded to a draw."
8,1,White,e4 Nf6,"Wow! This is interesting. None of the top GMs plays anything this provocative. It is, of course, played by many people at all levels of chess, except at the top. Why does Ivanchuk choose it for this game? One possibility is that he saw Vallejo Pons playing rather solid positions and ""offered"" a possibility of something more unbalanced and tactical."
8,2,Black,Nc3 e5,"And already White flinches from the main contest (2. e5) . With this I suspect both players are on their own (out of book) . With Nc3 White isn't able to support a d2-d4 with c2-c3, so f2-f4 is more likely. In that case the game could resemble a King's Gambit more than an Italian or Spanish Game."
8,3,White,Nf3 Nc6,"After Black's first-move provocation Vallejo Pons is proceeding very cautiously, perhaps even more than he might normally. Can Ivanchuk play aggressively to exploit that over-caution? How would he go about it? Oftentimes when one player doesn't use pawns much the other can overwhelm him with pawns. But, it depends upon the opening. Too much use of pawns in some openings just leads to difficulties."
8,4,Black,g3 Bc5,"After this it's quite possible Black will aim for ...Bh3 to trade-off Bg2, thereby weakening all the light squares on the king-side. Opening the center with ...d7-d5 would be unwise because it opens the diagonal for Bg2, making it stronger."
8,5,White,Bg2 d6,
8,6,Black,d3 a6,Ivanchuk clearly wants to keep Bc5 to keep control of d4 and perhaps to have a piece which reaches all the way to f2 (or g1) to threaten White's king. This extra pawn move seems justified.
8,7,White,h3 O-O,"The king-side seems the natural place for active play (for both White or Black) , so removing the king to the queen-side, where it's adequately defended by Bc5 and Nc6, should be safer and enables freer offensive actions on the king-side."
8,8,Black,O-O b5,This is an interesting plan. Black shows he had something more in mind when he played 6...a6.
8,9,White,a3 Rb8,
8,10,Black,Kh1 a5,White is interested in prosecuting his offensive plan on his terms. He'd rather not be pushed into something by ... b5-b4.
8,11,White,Bg5 h6,
8,12,Black,Bh4 Be6,This is certainly intersting and puts in question 7...O-O. How does Black continue on both wings when his king wouldn't be safe after ...g7-g5?
8,13,White,Nd5 Bxd5,"Black is forced to give up one of his valuable bishops and Pd5, though doubled, will be well supported by Bg2."
8,14,Black,exd5 Nd4,
8,15,White,Nxd4 exd4,
8,16,Black,g4 Re8,"idea: to give Bh4 a retreat square and possibly to break up Black's king-side (with g4-g5) when White has both bishops in that area of the board (for both offensive and defensive uses) , but Black has Bc5 stuck on the other side of the board"
8,17,White,Re1 Rxe1+,
8,18,Black,Qxe1 b4,
8,19,White,axb4 Bxb4,
8,20,Black,Qc1 Rb5,Here's where Black tries to exploit the exposed Pd5.
8,21,White,c3 Bc5,
8,22,Black,c4 Rb3,
8,23,White,Rxa5 g5,
8,24,Black,Bg3 Qb8,
8,25,White,Bf1 Rxb2,
8,26,Black,Ra8 Qxa8,
8,27,White,Qxb2 Nd7,At this point both sides have negated the other's primary advantages. White has no more king-side attack (it appears this would weaken his own king's safety too much) and Black's queen-side demonstration has quieted.
8,28,Black,Bg2 Qa3,
8,29,White,Qe2 Qc1+,
8,30,Black,Kh2 Ne5,"At first glance I thought this game was ""remarkably equal throughout"", but upon further study I realized there was a gradual shift to Black in the opening, then back to White in the middle-game and with Black's queen-side action (which White apparently didn't handle properly) the balance was restored. Though there wasn't any direct attack on a king there wasn't a static balance throughout."
9,1,White,e4 c5,"Anand has played the Sicilian Defense, Spanish Game (Open or closed variations) , Scandinavian Defense and (against some opponents) the French Defense or Caro-Kann Defense. Recently he has been playing the Sicilian Defense with ...e6."
9,2,Black,Nf3 e6,
9,3,White,d4 cxd4,
9,4,Black,Nxd4 Nc6,
9,5,White,Nc3 Qc7,"Black's opening seems particularly aimed at preventing any Sozin-like variation (Qc7 makes Bf1-c4 unlikely) or a Richter (Bc1-g5 to pin a Nf6) as there is no Nf6. So, White develops more quietly and will latch onto a concrete plan a bit later, after he's seen how Black has developed."
9,6,Black,Be2 a6,
9,7,White,O-O Nf6,
9,8,Black,Be3 Bb4,
9,9,White,Na4 Be7,
9,10,Black,Nxc6 bxc6,
9,11,White,Nb6 Rb8,
9,12,Black,Nxc8 Qxc8,With this short flurry White has the two bishops and a simpler pawn formation. It's the next phase of the game which will resolve whether those two bishops are powerful.
9,13,White,Bd4 O-O,
9,14,Black,e5 Nd5,"Earlier in the tournament Shirov played 14. Qd3, which gave a small advantage."
9,15,White,c4 Nf4,"Kasparov advances pawns to help ensure Black's pieces get chased around and Pd7 stays backward (gaining a grip on d6) . But, in so doing he makes moves like ...f7-f6xe5 possible, and he blocks the attack on Pa6 (however slight or insignificant that might seem) ."
