Game Number,Move Number,Player,Move,Comment
6,10,Black, Qe5+ Kf2,
6,11,White, Qf4+ Ke1,
6,12,Black, Kg7 Qd2,
6,13,White, Qe5 Qc3,"A common occurence in such positions. White's bad bishop keeps him on the
defensive, and to put an ent to the continual threats he seizes the
opportunity of exchanging Queens. But thereby he only jumps from the
frying-pan into the fire, for the endgame is lost."
6,14,Black, Qxc3+ bxc3,"Afull treatment of
this ending would be out of place in a work on the middlegame, but we give the
moves to show that the handicap of the bad bishop really is decisive."
6,15,White, g5 Kf2,fixing the white pawns on white squares
6,16,Black, Kf6 Ke3,
6,17,White, Ke5 Be2,
6,18,Black, Bc2 Kd2,
6,19,White, Bb1 Ke3,
6,20,Black, h6 Bf3,
6,21,White, Bc2 Be2,
6,22,Black, a6 Kd2,
6,23,White, Ba4 Ke3,
6,24,Black, b5 cxb5,
6,25,White, axb5 Bf3,
6,26,Black, Bb3 Be2,
6,27,White, Bc4 Bxc4,
6,28,Black, bxc4 a4,
6,29,White, Kxd5 a5,
6,30,Black, Kc6 Ke4,
6,31,White, d5+ Ke5,
6,32,Black, d4 cxd4,
6,33,White, c3 d5+,
6,34,Black, Kd7 a6,
6,35,White, c2 a7,
6,36,Black, c1=Q a8=Q,
6,37,White, Qf4#,
7,1,White,d4 Nf6,
7,2,Black,c4 e6,
7,3,White,Nc3 Bb4,
7,4,Black,Nf3 c5,
7,5,White,a3 Bxc3+,
7,6,Black,bxc3 Qa5,
7,7,White,Bd2 Ne4,
7,8,Black,Qc2 Nxd2,
7,9,White,Nxd2 d6,
7,10,Black,e3 e5,
7,11,White,dxe5 dxe5,
7,12,Black,Bd3 h6,
7,13,White,O-O O-O,
7,14,Black,f4 Nd7,
7,15,White,f5 Nf6,
7,16,Black,Ne4 Qd8,
7,17,White,Nxf6+ Qxf6,
7,18,Black,Be4 Rb8,
7,19,White,Rad1 b6,
7,20,Black,h3 Ba6,
7,21,White,Bd5 b5,
7,22,Black,cxb5 Rxb5,
7,23,White,c4 Rb6,
7,24,Black,Rb1 Rd8,
7,25,White,Rxb6 axb6,
7,26,Black,e4 Bc8,"The White bishop
is very bad, since three of his pawns are fixed on his own colour. But thanks
to the fact that the Bishop is outside the pawn chain and posted on a square
from which it rakes both wings of the enemy position, it is precisely this
""bad"" bishop which is White's winnning trump!"
7,27,White,Qa4 Bd7,
7,28,Black,Qa7 Be8,"Under the circumstances White has no thought of exchanging his bad Bishop for
Black's good one."
7,29,White,Rb1 Rd6,
7,30,Black,a4 Kh7,
7,31,White,a5 bxa5,
7,32,Black,Qxa5 Ra6,
7,33,White,Qxc5 Ra2,
7,34,Black,Qe3 Qa6,
7,35,White,Rb8 Qa4,
7,36,Black,Kh2 Ra3,
7,37,White,Qc5 Ra2,
7,38,Black,Ra8 Qxa8,
7,39,White,Bxa8 Rxa8,
7,40,Black,Qxe5 Bc6,
7,41,White, Qc7,
8,1,White, f4 Bd2,"Prevents the development of the Bishop to e3 and
at the same time obstructs the natural protection of the e-pawn with Pf4. the
onus of guarding this pawn now falls on the Bishop which is thereby doomed by
passivity."
8,2,Black, Ba6 Rfe1,
8,3,White, Rb8 Qd4,
8,4,Black, Bc4 Bc3,The bad bishop was already begue to show alarming activity
8,5,White, Qe8 Qd1,
8,6,Black, Rb7 a4,"it is evident that 7. Pb4 and 8. Pa4 would be quite useless , since
the advance Pb5 could never be forced through"
8,7,White, Qg6 Ra3,
8,8,Black, g4 Bd4,
8,9,White, Rg7 f3,
8,10,Black, h5 Rc3,
8,11,White, Rf5 Kh1,
8,12,Black, Rg5 b3,
8,13,White, Ba6 Rg1,"Black is now fully prepared to attack.
He has been able to post every piece splendidly, while White for his part can
only adopt a waiting attitude."
8,14,Black, gxf3 Qxf3,
8,15,White, Qe4 Qf2,very awkward for White since the Bishop cannot abadon protection of the e-pawn
8,16,Black, Bd3 b4,"The bishop heads
for the magnificent post e4 from where it will decisively reinforce the attack
against g2"
8,17,White, Qf5 b5,
8,18,Black, Be4 bxc6,
8,19,White, Rxg2 Rxg2,
8,20,Black, Rxg2 Qxg2+,
8,21,White, Bxg2+ Kxg2,
8,22,Black, Qe4+ Kf1,
8,23,White, f3 Be3,
8,24,Black, Qg6 Ke1,
8,25,White, Qb1+ Kd2,
8,26,Black, Qb2+ Rc2,
8,27,White, Qxe5 c7,
8,28,Black, Qxh2+ Kd1,
8,29,White, Qxc7 c6,
8,30,Black, e5 Bxa7,
8,31,White, d4 Bb6,The beginning of an exactly calculated final combination
8,32,Black, d3 Rc1,
8,33,White, Qxb6 c7,
8,34,Black, Qxc7 Rxc7,
8,35,White, f2,
9,1,White, Rh8 Qe2,with the intention of opening a file for the Rooks
9,2,Black, Kg7 Ng2,
9,3,White, h5 h4,
9,4,Black, hxg4 fxg4,Gives Black the opportunity for a decisive combination
9,5,White, Rxh4+ Nxh4,
9,6,Black, Rh8 Kg2,
9,7,White, Qxh4 g5,
9,8,Black, Nb3 Rg1,
9,9,White, Nd2 Kf2,The point of the final combination. The square f1 is guarded.
9,10,Black, Nxe4+,
10,1,White,Bf3 Rd8,
10,2,Black,a3 Rd7,
10,3,White,b4 Qd8,"White has fixed enemy pawn on light squares so that
in a B vs N ending he would have good chances. The snag is that the Knight now
has a second support point at c4"
10,4,Black,Rc1 Nb6,"To be able to exchange the
dangerous Knight at last; but this piece now jumps across to its second
outpost"
10,5,White,Qc5 Nc4,
10,6,Black,Rxc4 bxc4,nothing better
10,7,White,Qxc4 Qb6,
10,8,Black,Be2 a5,
10,9,White,Qf4 axb4,
10,10,Black,axb4 Rd5,
10,11,White,Bf3 Rd4,
10,12,Black,Qf6+ Kg8,
10,13,White,Bg2 Qxb4,
11,1,White, Nxd5 exd5,
11,2,Black, Bxb5 cxb5,
11,3,White, a3 Bd4,
11,4,Black, Bxd4 Rxd4,
11,5,White, axb2 Qxb2,
11,6,Black, b6 Rd2,"Now Black has a beautifully posted knight against a bad Bishop - a decisive
advantage. From now on there is little White can do."
11,7,White, Qf5 Re2,
11,8,Black, Nd3 Rxe8+,"This Knight has no intention of abadoning his strong point for good. With
this foray, Blac achieves maximum activity for his other pieces"
11,9,White, Rxe8 Qc2,
11,10,Black, Qe5 Rd1,
11,11,White, Nc5 h4,"Now it becomes clear: Black threatens to
invade the seventh rank, and also start a direct attack by 12. ... h4"
11,12,Black, Qe2 Qd2,
11,13,White, Qxb5 Re1,
11,14,Black, Rxe1 Qxe1,
11,15,White, Qb2 f4,
11,16,Black, Kf8 f5,
11,17,White, Qe5 Qf1,
11,18,Black, Qxf5 Qxf5,
11,19,White, gxf5 Bf3,
11,20,Black, Ne4 Bxh5,
11,21,White, Nc3 Bf3,
11,22,Black, Nxa2,
12,1,White,Re1 Rfd8,
12,2,Black,Bd2 Qf5,
12,3,White,Rc1 Ne5,
12,4,Black,Qc2 Nd3,
12,5,White,Rf1 Qg4,
12,6,Black,Rcd1 Qe2,This prevents the active placing of the Bishop on c3
12,7,White,Qb1 Rd5,
12,8,Black,Be3 Rad8,"In the present circumstances the Bishop stands even better here than on c3,
attacking a7 and defending f2. Yet Black retains a slight pull, thanks to his
space advantage"
12,9,White,Rd2 Qh5,
12,10,Black,Rfd1 b6,"White prefers to dispel the
Knight from its strong position rather than snatch the a-pawn."
12,11,White,f3 Qg6,
12,12,Black,Qc2 h6,
12,13,White,Kf1 Kh7,The beginning of a complicated Knight maneuver
12,14,Black,Qc3 R8d6,
12,15,White,b4 h5,
12,16,Black,g3 Qf5,
12,17,White,Ke2 Ne5,"White has achieved
his object: the Knight must flee and content itself with a more modest role.
Although the Knight is driven out, the results of the work remain visible. The
White King is insecure and Black's heavy pieces are nicely placed"
12,18,Black,Bf4 Rxd2+,
12,19,White,Rxd2 Rc6,"it is important for Black to keep one Rook
on the board, with an eye on the position of White's King. Further exchanges
would only favour White"
12,20,Black,Qd4 Ng6,
12,21,White,Bd6 Qh3,"The roles ar
e reversed. Now it is the Bishop which enjoys a temporary strong point"
12,22,Black,Ke3 Qf1,
12,23,White,Rd1 Qg2,
12,24,Black,Qd2 Qh3,
12,25,White,Qd5 Rc2,
12,26,Black,Rd2 Rc3+,
12,27,White,Rd3 Rc1,
12,28,Black,Qxf7 Qxh2,
12,29,White,Qf5 Rc4,
12,30,Black,Rd1 Rc3+,
12,31,White,Kd4 Rxa3,
12,32,Black,Kd5 Rc3,
12,33,White,Ke6 Qe2+,"A serious blunder, which puts an untimely end to the struggle."
12,34,Black,Kf7 Rc7+,
13,1,White,d4 e6,
13,2,Black,Nf3 f5,
13,3,White,g3 Nf6,
13,4,Black,Bg2 d5,
13,5,White,O-O Bd6,
13,6,Black,c4 c6,
13,7,White,b3 Qe7,
13,8,Black,Bb2 O-O,
13,9,White,Qc2 Bd7,
13,10,Black,Ne5 Na6,
13,11,White,Nxd7 Qxd7,"In view of the weak pawn skeleton c6-d5-e6-f5, it would seem
important for Black to preserve his light squared Bishop for the defence, and
according to Flohr, it's absence from d7 will weigh decisively in White's
favour as soon as he succeeds in opening some lines"
13,12,Black,Nd2 g5,
13,13,White,Nf3 Qg7,
13,14,Black,Qc1 g4,"Flohr supposed this to be forced, but it tips the
balance in White's favour.  White's Knight now gets a support-point of the
utmost importance on f4, from which it can blunt the coming Kingside attack."
13,15,White,Ne5 Nb8,
13,16,Black,Ba3 Bxa3,Exchanging Black's good bishop
13,17,White,Qxa3 Nbd7,
13,18,Black,Nd3 Rfe8,
13,19,White,Rac1 Nf8,
13,20,Black,Qb2 h5,
13,21,White,b4 h4,
13,22,Black,b5 hxg3,
13,23,White,fxg3 Qh6,
13,24,Black,Nf4 Re7,
13,25,White,e3 Rh7,
13,26,Black,Bh1 Nh5,"Thus far the
game has followed clear-cut line: Black presses on the Kingside, but White is
poised ready to open files on the Queenside"
13,27,White,Qf2 Nd7,
13,28,Black,bxc6 bxc6,
13,29,White,cxd5 Nxf4,
13,30,Black,exf4 exd5,
13,31,White,Rfe1 Nb6,
13,32,Black,Re5 Nc4,sacrificing a pawn
13,33,White,Rxf5 Re8,
13,34,Black,Rg5+ Rg7,
13,35,White,Re1 Rxe1+,
13,36,Black,Qxe1 Rxg5,
13,37,White,Qe8+ Qf8,
13,38,Black,Qe6+ Qf7,
13,39,White,Qxf7+ Kxf7,
13,40,Black,fxg5 Ne3,
13,41,White,Bg2 Nf5,
13,42,Black,Kf2 Nxd4,
13,43,White,h4 gxh3,
13,44,Black,Bxh3 Ne6,
13,45,White,g6+ Kf6,
13,46,Black,Ke3 Ke5,
13,47,White,Kd3 c5,
13,48,Black, Bg4,
14,1,White, f6 Rf3,
14,2,Black, Kg7 f5,
14,3,White, g5 Rh3,
14,4,Black, Qf7 g4,"This is a very difference
situation. The Bishop is out of play, and suddenly the Knight is much strong.
White has a positionally won game"
14,5,White, -- Rh5,
14,6,Black, -- Nf3,
14,7,White, -- Kg2,
14,8,Black, -- Rh1,
14,9,White, -- h4,
15,1,White,b4 d5,"A pretty sacrifice which kills two birds with one stone: the White Bishop
becomes bad, as it must now keep an eye on the d-pawn, while the Black Knight
becomes veryactive"
15,2,Black,cxd5 c5,
15,3,White,bxc5 bxc5,
15,4,Black,Bf1 Nd6,"The Knight
an ideal piece for stopping passed pawn. The d6 square is the so-called
""blockaded square"" in this position. It is only in recent times that the
importance of the blockade has been fully realized"
15,5,White,Qa3 Kf7,
15,6,Black,Bd3 c4,
15,7,White,Bc2 c3,
15,8,Black,Qb4 Nc4,
15,9,White,Qxc3 Qc5+,
15,10,Black,Kh1 Qxd5+,
16,1,White,e4 e5,
16,2,Black,Nf3 Nc6,
16,3,White,Nc3 Nf6,
16,4,Black,Bb5 Bb4,
16,5,White,O-O O-O,
16,6,Black,d3 d6,
16,7,White,Bg5 Bxc3,
16,8,Black,bxc3 Qe7,
16,9,White,Re1 Nd8,"First of all, Black must get rid of the
troublesome pin on his Nf6 by dislodging the Bg5"
16,10,Black,d4 Ne6,
16,11,White,Bc1 c5,Black means to force White to clear up the central situation
16,12,Black,Bf1 Rd8,
16,13,White,d5 Nf8,Hoping to bring the Knight into active play at g6.
16,14,Black,c4 Ne8,
16,15,White,g3 f5,Playing White's game
16,16,Black,exf5 Bxf5,
16,17,White,Nh4 Qd7,Thus in any case White gets an open diaganol for his Bishop
16,18,Black,f4 exf4,Always the same aim: open the position
16,19,White,Bxf4 Ng6,Giving White the chance of a favourable liquidation
16,20,Black,Nxf5 Qxf5,
16,21,White,Bd3 Qf6,
16,22,Black,Bxg6 hxg6,"A characteristic turn; White
relinquishes the Bishop pair but obtains in return either a weakening of the
hostile pawn structure or else an inroad into the seventh rank"
16,23,White,Rb1 g5,
16,24,Black,Be3 Rd7,
16,25,White,Qg4 Rf7,
16,26,Black,Rf1 Qg6,
16,27,White,Rxf7 Qxf7,
16,28,Black,Bxg5 Nc7,"With a soun
d extra pawn, a good Bishop and some advantage in development White now stands
to win"
16,29,White,Bf4 Qf6,
16,30,Black,Qd1 b6,
16,31,White,Qd3 Re8,
16,32,Black,Rf1 b5,
16,33,White,cxb5 Qd4+,
16,34,Black,Qxd4 cxd4,
16,35,White,Bxd6 Nxb5,
16,36,Black,Bb4 a5,
16,37,White,Bxa5 Ra8,
16,38,Black,Bb4 Rxa2,
16,39,White,d6 Ra8,
16,40,Black,d7 Nc7,
16,41,White, Rf8+,
17,1,White,e4 c5,
17,2,Black,Nf3 Nc6,
17,3,White,d4 cxd4,
17,4,Black,Nxd4 Nf6,
17,5,White,Nc3 d6,
17,6,Black,Bg5 e6,
17,7,White,Be2 Be7,
17,8,Black,O-O O-O,
17,9,White,Ndb5 a6,
17,10,Black,Bxf6 gxf6,
17,11,White,Nd4 Kh8,"The strategic situation
here is not unlike that of the previous example - two Bishops accompanied by a
weakned pawn position. in what follows we shall see White working logically
against eh pawn complex, while Black aims at opening lines. Remarkably enought,
these plans do not cut across one another. black seems to play right into his
opponent's hands; his pawns are badly doubled and isolated. Then, just when
White seems to have realized his aims, suddenly it emerges that Black has also
achieved his. The Bishops control the board and the resulting attack gives
Black a decisive advantage."
17,12,Black,Kh1 Rg8,
17,13,White,f4 Bd7,
17,14,Black,Bf3 Rc8,
17,15,White,Nxc6 bxc6,This strengthens the Black centre.
17,16,Black,Ne2 d5,If Black deffered this one more move White could have played Pc4
17,17,White,f5 Qc7,"In accordance with White's plan, which is to ruin the enemy pawn formation."
17,18,Black,c4 dxc4,
17,19,White,Qd4 c5,
17,20,Black,Qxc4 Bd6,
17,21,White,g3 Bb5,
17,22,Black,Qc2 exf5,
17,23,White,exf5 Rce8,White has achieved what he wanted: all the Black pawns are weak.
17,24,Black,Rf2 Re3,
17,25,White,Bg2 Qe7,
17,26,Black,Ng1 Bd3,
17,27,White,Qd2 c4,"Thus one bishops secures a splendid strong-point on d3, while a new line
is opened for his colleague."
17,28,Black,Rf3 Re8,
17,29,White,Rd1 Bc5,
17,30,Black,b3 Re1,
17,31,White,bxc4 Bxc4,
17,32,Black,Bf1 Rxd1,
17,33,White,Qxd1 Rd8,
17,34,Black,Qc2 Bd5,
17,35,White,Qc3 Bd4,
17,36,Black,Qd3 Qe3,
17,37,White,Qxe3 Bxe3,
17,38,Black,Bg2 Bxf3,
17,39,White,Bxf3 Rd2,
17,40,Black,Ne2 Rxa2,
18,1,White,d4 Nf6,
18,2,Black,c4 e6,
18,3,White,Nc3 Bb4,
18,4,Black,e3 O-O,
18,5,White,Ne2 d5,
18,6,Black,a3 Bxc3+,
18,7,White,Nxc3 b6,
18,8,Black,b4 c5,"It often happens in the Nimzo Indian that Black has to concede the
Bishop pair to his opponent. In return he usually has the (temporary) control
of the crucial square e4, and so can give a half-closed character to the
position. In the present game, Black lacks this compensation, and this is why
White can rapidly go over to the attack"
18,9,White,dxc5 bxc5,
18,10,Black,cxd5 cxb4,
18,11,White,axb4 exd5,
18,12,Black,Be2 Nc6,
18,13,White,b5 Na5,
18,14,Black,Ba3 Re8,For the time being White is content to get his pieces into play.
18,15,White,O-O Bf5,
18,16,Black,Bc5 Ne4,
18,17,White,Bb4 Nxc3,
18,18,Black,Bxc3 Nc4,
18,19,White,Qd4 Qg5,
18,20,Black,Qxd5 Nxe3,
18,21,White,fxe3 Qxe3+,
18,22,Black,Kh1 Bg6,
18,23,White,Bh5 Rad8,
18,24,Black,Bxg6 Rxd5,
18,25,White,Bxf7+ Kh8,
18,26,Black,Bxe8 Qxe8,
18,27,White,Rxa7 Qc8,
18,28,Black,Rc7 Qf5,
18,29,White, Kg1,
19,1,White,d4 Nf6,
19,2,Black,c4 e6,
19,3,White,Nc3 Bb4,
19,4,Black,a3 Bxc3+,
19,5,White,bxc3 c5,
19,6,Black,f3 d5,
19,7,White,e3 O-O,
19,8,Black,cxd5 Nxd5,"In this Nimzo-Indian position Black has some compensation for
White's Bishop pair in the form of a slight lead in development. Such a lead
can always be best utilized by opening the position. It follows that it is
usually very difficult to make use of a lead in development as compensation
for Bishop pair, since they also carry most weight in an open position."
19,9,White,Bd2 Nc6,
19,10,Black,Bd3 cxd4,
19,11,White,cxd4 e5,
19,12,Black,dxe5 Nxe5,
19,13,White,Be4 Nc4,"Forcing the exchange of one of the White
bishops, but at the same time showing how difficult it is to weigh up
positional advantages against the other."
19,14,Black,Qc1 Nxd2,
19,15,White,Qxd2 Nf6,
19,16,Black,Bd3 Re8,"White no longer
has the bishop pair, but neither has Black any lead in development. The game
is level. For our purpose no discussion of the rest of the game is called for"
19,17,White,Ne2 Qb6,
19,18,Black,Nd4 Nd5,
19,19,White,Be4 Nxe3,
19,20,Black,Qxe3 f5,
19,21,White,O-O fxe4,
19,22,Black,fxe4 Rd8,
19,23,White,Nf5 Qxe3+,
19,24,Black,Nxe3 Be6,
19,25,White,Rad1 Rxd1,
19,26,Black,Rxd1 Rc8,
19,27,White,Nf5 Kf8,
19,28,Black,Nd6 Rc3,
19,29,White,Nxb7 Rxa3,
19,30,Black,Nc5 Ke7,
19,31,White,Nxe6 Kxe6,
19,32,Black,Kf2 g6,
20,1,White, c5 Nf3,
20,2,Black, b6 Ne5,Puts an end to any Bishop activity on the g1-a7 diagonal
20,3,White, Qe6 Qf3,
20,4,Black, Ba6 Rfe1,
20,5,White, f6 Ng4,deprives the Knight also of the e5 square
20,6,Black, h5 Nf2,Drives the Knight further back
20,7,White, Qf7 f5,"It is understandable
that white should strive for some counterplay, but in so doing he only weakens
his position."
20,8,Black, g5 Rad1,
20,9,White, Bb7 Qg3,
20,10,Black, Rd5 Rxd5,This is the positional refutation of 8. Pf5. The f-pawn is now incurably weak
20,11,White, Qxd5 Rd1,
20,12,Black, Qxf5 Qc7,
20,13,White, Bd5 b3,
20,14,Black, Re8 c4,
20,15,White, Bf7 Bc1,
20,16,Black, Re2 Rf1,
20,17,White, Qc2 Qg3,
20,18,Black, Qxa2,
21,1,White, Nf7 Qf3,
21,2,Black, Rae8 Qe3,
21,3,White, b6 Bb5,Abadoning the possibility of scheme 1.
21,4,Black, Rd8 a4,
21,5,White, Nh8 a5,Black doesn't fear the opening of the a-file else he would have played Pa5
21,6,Black, Ng6 f3,
21,7,White, Nf4 Bf1,
21,8,Black, Kh8 Bxf4,"So White chooses scheme 3 and the
chances swing definitely in Black's favour.  If White puts his bishop on g1-a7,
it is obstructed by Black's b-pawn. If he works it round to a3-f8, Black will
play ... Pc5. In either case the Bishop bites on granite"
21,9,White, gxf4 Qf2,"Closes up the
position still more, and fixes yet another pawn on the same colour as his own
bishop"
21,10,Black, g5 d5,
21,11,White, h5 Bg2,
21,12,Black, Kg7 Qe2,
21,13,White, Rh8 Kf2,
21,14,Black, Ra8 Reb1,
21,15,White, Nd7 Qb5,
21,16,Black, hxg4 hxg4,
21,17,White, Nc5 Rh1,
21,18,Black, Rh4 Rxh4,
21,19,White, gxh4 Bh3,
21,20,Black, bxa5 Qxa5,Getting a passed pawn on the a-file as well
21,21,White, Qd8 Rb1,
21,22,Black, Rb8 Rb4,
21,23,White, a6 Ke2,
21,24,Black, Rb6 Qa1,
21,25,White, Kg6 Kd2,
21,26,Black, Kg5 Rb1,protects the h-pawn and an eventual Pg5 depriving White of any counterplay
21,27,White, Qb8 Rh1,
21,28,Black, a5 Bg2,
21,29,White, a4 Qe1,
21,30,Black, Qh8 Qc1,
21,31,White, Ra6 Bf1,
21,32,Black, Ra8 Bc4,
21,33,White, a3 Ba2,
21,34,Black, Qh7 Rh3,
21,35,White, Nd7 Qf1,
21,36,Black, Qh8 Rh1,
21,37,White, Nc5 Qc1,
21,38,Black, Rb8 Qxa3,"Black sacrifi
ces both his passed pawns in order to force his pieces into the enemy position"
21,39,White, Ra8 Qb2,
21,40,Black, h3 Bc4,
21,41,White, Qh4 Be2,
21,42,Black, Qf2 Rxh3,
21,43,White, Qe3+ Ke1,
21,44,Black, Na4,The Knight gives the final blow. This game was honoured with a brilliancy prize
22,1,White,Ba1 Rg8,Preserving the the Bishop from exchange
22,2,Black,h5 Raf8,
22,3,White,c5 d5,"Permits a decisive combination;
but in any case the Bishops will now control the whole board"
22,4,Black,Bxd5+ cxd5,
22,5,White,Qxd5+ Kf6,
22,6,Black,f4 Qc6,
22,7,White,Bxe5+ Ke7,
22,8,Black,Bd6+ Nxd6,
22,9,White,cxd6+ Qxd6,
22,10,Black,Re1+ Kd7,
22,11,White,Qxb7+ Qc7,
22,12,Black, Rbd1#,
23,1,White,d4 d5,
23,2,Black,c4 Nc6,
23,3,White,Nf3 Bg4,
23,4,Black,Qa4 Bxf3,
23,5,White,exf3 e6,
23,6,Black,Nc3 Bb4,
23,7,White,a3 Bxc3+,
23,8,Black,bxc3 Ne7,
23,9,White,Rb1 Rb8,This position occured twice between Alekhine and Colle
23,10,Black,Bd3 dxc4,(improvement according to Alekhine)
23,11,White,Bxc4 O-O,
23,12,Black,O-O Nd5,
23,13,White,Qc2 Nce7,
23,14,Black,Bd3 h6,
23,15,White,c4 Nb6,
23,16,Black,Rd1 Nbc8,
23,17,White,f4 b6,"Here White is employing the Steinitz method, which consists of advancing ones
own pawns to deny the opposing pieces any support points.  In this case White
must go to work cautiously, in view of his own vulnerable centre. The advance
Pc5 for instance would not be considered because it would give an unassailable
strong point at d5 for Black. White's tactics must be based on an eventual
advance of Pd5 or Pf5, giving up a pawn if need be. Notice the Black has to
maintain a completely passive attitude since his only freeing move ... Pc5,
would lead to an opening ot the position which would favour the Bishop pair."
23,18,Black,Bb2 c6,"The breakthrough squares, d5 and f5 are now protected as well as possible"
23,19,White,Qe2 Nd6,
23,20,Black,Qe5 Ne8,
23,21,White,a4 Rb7,
23,22,Black,Re1 Nf6,
23,23,White,Rbd1 Rd7,
23,24,Black,Bc2 a6,
23,25,White,Qe2 Qb8,
23,26,Black,d5 cxd5,The long waitied breakthrough
23,27,White,Bxf6 gxf6,
23,28,Black,Qg4+ Kh8,"The end of the game is not apposite to our theme; nevertheless, it isinstructiv
e to see how the advantage obtained is converted into a win."
23,29,White,f5 Nxf5,
23,30,Black,Bxf5 exf5,
23,31,White,Qxf5 Qd8,
23,32,Black,cxd5 Rd6,"The balance sheet can now be drawn up. White has a passed pawn which limites
the activity of the Black pieces; moreover Black's Kingside is irreperably
weak. The Bishop pair has paid good dividends. In what follows we shall see
how White utlilizes every detail of the position to increase his advantage."
23,33,White,Qf4 Kh7,
23,34,Black,Qe4+ Kh8,
23,35,White,Qe3 Kg7,
23,36,Black,Qd3 a5,"Forces the
pawn move, which considerably devalues Black's Queenside pawn majority."
23,37,White,Re3 Rg8,
23,38,Black,Rh3 Qd7,
23,39,White,Qe3 f5,A new weakness
23,40,Black,Rg3+ Kh7,
23,41,White,Rxg8 Kxg8,
23,42,Black,Qg3+ Kh7,
23,43,White,Qb3 Kg7,
23,44,Black,h3 Qd8,"Before White undertakes the decisive
action, it is necessary to provide the king with a flight square."
23,45,White,Qg3+ Kh7,
23,46,Black,Qe5 Qd7,
23,47,White,Rd3 f6,"Yet another weakening, which was
hardly to be avoided since Black is more or less in Zugzwang."
23,48,Black,Qd4 Qd8,
23,49,White,Qc4 Qd7,
23,50,Black,Rd4 Kg7,
